,value,metric,type
245,2.0,road_viols,full
246,45.0,road_viols,full
247,2.0,road_viols,full
248,9.0,road_viols,full
249,39.0,road_viols,full
250,2.0,road_viols,full
251,18.0,road_viols,full
252,21.0,road_viols,full
253,0.0,road_viols,full
254,30.0,road_viols,full
255,21.0,road_viols,full
256,1.0,road_viols,full
257,18.0,road_viols,full
258,40.0,road_viols,full
259,0.0,road_viols,full
260,12.0,road_viols,full
261,12.0,road_viols,full
262,1.0,road_viols,full
263,9.0,road_viols,full
264,12.0,road_viols,full
265,0.0,road_viols,full
266,15.0,road_viols,full
267,8.0,road_viols,full
268,1.0,road_viols,full
269,10.0,road_viols,full
270,7.0,road_viols,full
271,0.0,road_viols,full
272,8.0,road_viols,full
273,4.0,road_viols,full
274,1.0,road_viols,full
275,11.0,road_viols,full
276,7.0,road_viols,full
277,0.0,road_viols,full
278,20.0,road_viols,full
279,4.0,road_viols,full
280,0.0,road_viols,full
